Shares Number,Volume,Net Income,Dividends,Employee Amount,Previous Close,Analysts,Price Target,Earnings Date,Symbol,Market Cap,Stock Price,Revenue,MA20,MA50,MA200,20-Day Percent Change,100-Day Percent Change,News1,News2,News3,News4,News5,P/E Ratio,Dividend Yield (%),Market Cap to Revenue Ratio,Earnings Per Share (EPS),Revenue Per Employee,Target Price Difference (%)
,"218,241",,,98.0,1.84,,,"Aug 12, 2024",ISSC,,6.92,,4.30%,11.95%,-2.33%,+14.15%,-3.02%,,,,,,,,,,,
,"167,703",,,146.0,11.12,,,,SFBC,,47.48,,7.85%,13.79%,23.89%,+21.40%,+32.50%,,,,,,,,,,,
,,,,95.0,,,,,IVVD,,1.01,,-11.69%,-20.62%,-64.05%,-28.00%,-72.73%,Invivyd to Participate in Upcoming Investor Conferences,Invivyd doses first participants in Phase 1 trial of VYD2311,"Invivyd Doses First Participants in Phase 1 Clinical Trial of VYD2311, a Next Generation Monoclonal Antibody Candidate for COVID-19, Building on the Success of PEMGARDA™","Invivyd Announces Continued Neutralizing Activity of PEMGARDA™ (pemivibart) Against Dominant SARS-CoV-2 Variants KP.3.1.1 and LB.1, and Other Variants of Interest",Buy Rating on Invivyd Backed by Strong Phase 3 Data and Market Catalysts,,,,,,
,"212,843",,,236.0,4.11,Buy,14.0,"Aug 6, 2024",MGX,,3.22,,-4.98%,-20.21%,-55.79%,-22.42%,-69.38%,"Buy Rating on Metagenomi, Inc. for Promising Hemophilia A Gene Editing Strategy and Strong Financial Position",Buy Rating Justified by Metagenomi’s Promising Gene Therapy and Strategic Market Positioning in Hemophilia A Treatment,Buy Rating Justified by Metagenomi’s Breakthrough in Long-term Gene Therapy Efficacy and Safety,Metagenomi announces data from hemophilia study supporting MGX-001,Metagenomi Presents AI-Enabled Advancements of SMART Editing Platform at the Cold Spring Harbor Laboratory CRISPR Frontiers Conference,,,,,,334.78260869565213
,"35,259",,,100.0,2.03,Buy,2.75,"Jul 30, 2024",VRCA,,2.82,,-43.78%,-61.06%,-59.68%,-64.64%,-65.38%,Verrica Pharmaceuticals Finalizes Agreements with Former Officer,Verrica Pharmaceuticals to Participate in the H.C. Wainwright 26th Annual Global Investment Conference in New York,"Verrica Pharmaceuticals CCO Joe Bonaccorso Resigns, Assumes Consulting Role",Biotech Alert: Searches spiking for these stocks today,"Analysts Conflicted on These Healthcare Names: Verrica Pharmaceuticals (VRCA), Celcuity (CELC) and Bluebird Bio (BLUE)",,,,,,-2.4822695035460938
,"40,477",,,144.0,4.07,Strong Buy,7.5,"Aug 6, 2024",KOPN,,1.04,,5.34%,5.59%,-33.67%,-11.18%,-42.59%,Kopin awarded first order for 2K-R11 FLCoS Spatial Light Modulator,Kopin gets Nasdaq letter informing that compliance regained on bid rule,,,,,,,,,621.1538461538462
,"15,489",,0.48,750.0,8.13,,,"Jul 18, 2024",VIOT,,1.76,,50.29%,80.17%,122.84%,+57.95%,+179.90%,Viomi Technology Sharpens Focus on Global Water Solutions,Viomi Technology Back in Nasdaq Compliance,,,,,27.27272727272727,,,,
,"9,282",,,148.0,10.06,Hold,9.0,"Aug 14, 2024",ZBAO,,3.8,,8.30%,8.15%,8.21%,-8.93%,+7.94%,Zhibao Technology Leads Digital Insurance Innovation,,,,,,,,,,136.8421052631579
,"247,133",,,,0.927,Strong Buy,4.0,"Aug 8, 2024",BSLK,,3.59,,-74.78%,-78.88%,-79.76%,-81.68%,-80.72%,Bolt Projects Holdings Inc trading resumes,"Bolt Projects Holdings Inc trading halted, volatility trading pause",,,,,,,,,11.420612813370477
,"51,101",,,134.0,3.51,Buy,16.6,"Aug 13, 2024",CSLR,,1.88,,24.07%,29.26%,61.25%,+43.61%,+255.94%,Cantor Fitzgerald Remains a Buy on Complete Solaria (CSLR),Complete Solaria COO Brian Wuebbels to depart,Complete Solaria provides update on headcount reductions,Complete Solaria reports Q2 revenue $4.5M vs. $10M last quarter,SunPower seeks to designate Complete Solar as stalking horse in APA,,,,,,782.9787234042554
,,,,1400.0,,,,,VFF,,1.07,,-3.57%,-3.09%,2.13%,-7.49%,-22.79%,Village Farms Secures New CEO Employment Agreement,Village Farms Eyes Global Cannabis Market Expansion,Village Farms Files Current Report with SEC,,,,,,,,
,,,,7700.0,,,,,CVGI,,3.69,,-8.00%,-21.67%,-38.17%,-34.68%,-43.94%,"Volvo to invest $700M in Mexican plant, to acquire plant in North Carolina",,,,,,,,,,
,"121,834",,0.05,32.0,2.74,Buy,,"Aug 7, 2024",HAO,,3.69,,-3.11%,-23.04%,-40.84%,-14.29%,-20.35%,,,,,,,1.3550135501355014,,,,
,"252,945",,,10.0,3.67,Strong Buy,7.8,"Sep 5, 2024",EPSN,,5.41,,2.08%,0.58%,3.29%,-0.18%,-1.81%,Epsilon Energy Ltd. Announces Quarterly Dividend,"Epsilon Energy Q2 Results: Oil Up, Gas Down",,,,,,,,,44.17744916820702
,"69,682",,,,3.06,,,"Aug 14, 2024",PLAO,,11.54,,-0.22%,0.35%,3.01%,unch,+3.04%,,,,,,,,,,,
,,,,2323.0,,,,,DLTH,,3.39,,-1.92%,-8.36%,-25.99%,-11.26%,-33.81%,Duluth Holdings: Hold Rating Affirmed Amid Revenue Growth and Inventory Challenges,Duluth Trading Projects Growth Amid Economic Uncertainties,"Duluth Holdings backs FY24 adjusted EPS view (22c), consensus (33c)","Duluth Holdings reports Q2 adjusted EPS (2c), consensus (15c)","Is DLTH a Buy, Before Earnings?",,,,,,
,,,,304.0,,,,,FNWD,,27.38,,-1.16%,4.66%,13.74%,-4.27%,+10.02%,Finward Bancorp upgraded to Outperform from Market Perform at Hovde Group,Finward Bancorp Bolsters Board with Three Expert Directors,FINWARD BANCORP ANNOUNCES THE APPOINTMENT OF THREE NEW DIRECTORS,Finward Bancorp Unveils Future Strategies at Bank Conference,Finward Bancorp Enhances Executive Severance Plan Benefits,,,,,,
,"12,374",,,30.0,4.03,Strong Buy,10.0,"Aug 7, 2024",ETON,,4.54,,16.75%,25.65%,16.34%,+27.78%,+28.13%,Eton Pharmaceuticals: A Strong Buy on Niche Market Leadership and Robust Growth Prospects,Eton Pharmaceuticals assumed with a Buy at H.C. Wainwright,Eton Pharmaceuticals to Participate at the H.C. Wainwright 26th Annual Global Investment Conference,,,,,,,,120.26431718061674
,"8,600",,,289.0,3.23,,,"Aug 12, 2024",AOUT,,9.11,,5.28%,6.39%,10.21%,+0.21%,+6.50%,American Outdoor Brands Capitalizes on Innovation for Growth,American Outdoor Brands (AOUT) Receives a Buy from Lake Street,Closing Bell Movers: Broadcom slips 7% after Q3 results,American Outdoor Brands reports Q1 adjusted EPS 6c vs. 1c last year,"American Outdoor Brands CFO sees growth in net sales, profitability in FY25",,,,,,
,"9,336",,,488.0,21.31,,,"Jul 26, 2024",INVZ,,0.7,,-10.26%,-21.02%,-53.75%,-21.12%,-56.85%,,,,,,,,,,,
,"237,749",,,1389.0,2.29,Buy,4.2,"Aug 28, 2024",BSET,,13.24,,2.04%,-2.21%,-10.93%,+3.20%,-4.37%,,,,,,,,,,,-68.27794561933534
,"339,973",,,161.0,2.3,Hold,2.75,"Aug 8, 2024",HMNF,,26.71,,5.37%,11.53%,24.89%,+2.05%,+26.01%,,,,,,,,,,,-89.70423062523399
,"33,242",,0.12,2023.0,13.91,,,"Aug 13, 2024",RAIL,,6.16,,54.94%,81.06%,109.02%,+107.49%,+81.36%,North American rail traffic up 5.2% for the week ending August 31,North American rail traffic up 1.3% for the week ending August 24,Noble Financial Reaffirms Their Buy Rating on Freightcar America (RAIL),"FreightCar America, Inc. to Present at Midwest IDEAS Conference",North American rail traffic up 5.6% for the week ending August 17,,1.948051948051948,,,,
,"651,096",,,407.0,0.86,Hold,1.08,"Aug 7, 2024",EBMT,,14.8,,6.93%,8.54%,10.74%,+1.78%,+17.33%,Eagle Bancorp Montana Executives Meet Institutional Investors,,,,,,,,,,-92.7027027027027
,"73,303",,,30.0,16.32,Strong Buy,58.25,"Aug 9, 2024",RGLS,,1.77,,11.28%,0.44%,-0.36%,-7.78%,-34.65%,"Analysts’ Top Healthcare Picks: Sonnet BioTherapeutics Holdings (SONN), Agilent (A)",Regulus (RGLS) Receives a Buy from Oppenheimer,"Analysts Offer Insights on Healthcare Companies: OmniAb (OABI), Avadel Pharmaceuticals (AVDL) and Regulus (RGLS)",Buy Rating Affirmed for Regulus Amidst Minor Clinical Delay and Strong Financial Position,"Analysts Offer Insights on Healthcare Companies: Novavax (NVAX), Regulus (RGLS) and Canopy Growth (CGC)",,,,,,3190.960451977401
,"1,309,799",,,,1.34,Buy,4.18,"Aug 6, 2024",APXI,,11.66,,0.01%,0.52%,4.16%,+0.65%,+3.29%,APx Acquisition Corp. I Merger Proceeds Without MultiplAI,,,,,,,,,,-64.15094339622642
,"81,716",,,,8.02,Buy,12.67,"Aug 6, 2024",OVBC,,24.49,,0.74%,7.94%,2.72%,+4.29%,+1.26%,Ohio Valley Banc Corp extends stock buyback program,Ohio Valley Banc Extends $5 Million Share Buyback Program,,,,,,,,,-48.264597795018375
,"196,119",,,,5.01,Strong Buy,6.5,"Aug 6, 2024",IMPP,,3.92,,8.73%,8.12%,27.76%,+1.51%,+9.78%,Imperial Petroleum Announces 2024 Annual Meeting,Imperial Petroleum Inc. (IMPP) Receives ‘Buy’ Rating on Strong Q2 Results and Positive Industry Outlook,Imperial Petroleum Achieves Strong Q2 Results,Imperial Petroleum reports Q2 adjusted EPS 73c vs. $1.46 last year,Imperial Petroleum Inc. Announces the Date for the Release of Second Quarter and Six Months 2024,,,,,,65.81632653061224
,"56,443",,0.39,,9.64,,,"Aug 13, 2024",ELDN,,2.9,,3.54%,5.52%,37.30%,-3.06%,+65.70%,Eledon Pharmaceuticals completes enrollment for Phase 2 BESTOW trial,Eledon Announces Completion of Enrollment in Phase 2 BESTOW Clinical Trial Assessing Tegoprubart for Prevention of Organ Rejection in Kidney Transplant Patients,Buy Rating Justified by Eledon Pharmaceuticals’ Strategic Progress and Growth Potential,Eledon Pharmaceuticals provides Q2 corporate update,Eledon Pharmaceuticals Reports Preliminary Second Quarter 2024 Operating Results,,13.448275862068968,,,,
,"110,353",,,,9.24,Strong Buy,12.5,"Aug 13, 2024",KGEI,,3.15,,-2.13%,-7.13%,-10.06%,-7.37%,+2.95%,Roth MKM Sticks to Its Buy Rating for Kolibri Global Energy (KEI),Roth MKM Reaffirms Their Buy Rating on Kolibri Global Energy (KEI),Kolibri Global Energy Reports Strong Mid-Year Growth,,,,,,,,296.82539682539687
,"131,620",,,651.0,12.85,,,"Aug 6, 2024",GOEV,,1.47,,-9.32%,-24.13%,-56.12%,-28.36%,-32.39%,Canoo to Participate in Upcoming Investor Conferences,Canoo price target lowered to $4 from $7 at H.C. Wainwright,Roth MKM Releases a Hold Rating on Canoo (GOEV),Canoo price target lowered to $1.50 from $3 at Roth MKM,Canoo price target lowered to $14 from $18.50 at Alliance Global Partners,,,,,,
,"157,007",,,4095.0,1.87,Strong Buy,6.0,"Aug 12, 2024",CAAS,,3.77,,-0.90%,8.58%,22.04%,-4.91%,-1.34%,China Automotive backs FY24 revenue view $605M,China Automotive reports Q2 EPS 24c vs. 35c last year,China Automotive Systems Reports Income From Operations Increased by 38.7% in the Second Quarter of 2024,,,,,,,,59.15119363395226
,,,,197.0,,,,,UNB,,25.1,,14.81%,18.74%,1.77%,+10.70%,-10.01%,Union Bankshares announces balance sheet repositioning,Union Bankshares Announces Balance Sheet Repositioning,,,,,,,,,
,"70,495",,,,6.75,,,"Aug 8, 2024",CFFS,,11.04,,0.39%,0.78%,2.79%,+0.55%,+2.70%,,,,,,,,,,,
,"426,616",,,58.0,1.24,Buy,2.81,"Aug 5, 2024",ORKT,,4.99,,4.02%,3.60%,3.60%,+9.39%,,OrangeKloud partners with AI Singapore (AISG) to enhance No-Code App Building Technology with Artificial Intelligence,Orangekloud Technology Inc trading resumes,"Orangekloud Technology Inc trading halted, volatility trading pause",,,,,,,,-43.687374749499
,"12,161",,,1430.0,4.3,,,,AUGX,,2.29,,0.99%,40.42%,-31.89%,+0.88%,-43.18%,"Augmedix reports Q2 EPS (16c), consensus (13c)",,,,,,,,,,
,"1,509",,1.0,,25.88,Hold,24.67,"Jul 24, 2024",PFTA,,10.78,,-1.97%,-1.25%,1.48%,-4.00%,+1.89%,Perception Capital III receives noncompliance notice from Nasdaq,Perception Capital Corp. III received written notice from Nasdaq related to delayed filing of quarterly report on Form 10-Q,,,,,9.27643784786642,,,,128.84972170686459
,"1,473",,,4177.0,2.4,Strong Buy,18.0,"Sep 26, 2024",UEIC,,8.59,,-7.91%,-17.16%,-8.59%,-22.62%,-8.91%,,,,,,,,,,,109.54598370197905
,"125,353",,,,2.07,Strong Buy,4.4,"Aug 8, 2024",PCSC,,10.07,,-0.12%,-0.12%,-0.12%,-0.10%,,,,,,,,,,,,-56.30585898709036
,,,,561.0,,,,,FONR,,17.25,,0.86%,2.84%,-5.72%,-6.22%,-11.31%,,,,,,,,,,,
,,,,32.0,,,,,CRDF,,2.39,,2.40%,0.46%,-12.92%,-2.14%,-60.79%,Coinbase and Robinhood upgraded: Wall Street’s top analyst calls,Craig-Hallum starts Cardiff at Buy with onvansertib ‘nearing promised land’,,,,,,,,,
,"81,657",,,270.0,7.1,Strong Buy,21.0,"Aug 6, 2024",LARK,,20.19,,-0.06%,1.82%,3.74%,-0.52%,+4.43%,,,,,,,,,,,4.011887072808315
,"41,258",,,,10.92,,,"Aug 13, 2024",PITA,,2.36,,-17.74%,-70.47%,-76.27%,-50.54%,,"Heramba Electric wins $26M e-mobility contract in Seattle, Washington area",,,,,,,,,,
,"209,579",,,460.0,15.95,Buy,30.0,"Aug 27, 2024",ALTO,,1.45,1.07,-1.90%,-3.02%,-26.91%,-13.21%,-37.56%,"Alto Ingredients, Inc. to Present in the 26th Annual H.C. Wainwright Global Investment Conference",,,,,,,,,0.002326086956521739,1968.9655172413793
,"1,854,678",,,,0.871,Buy,4.17,"Aug 13, 2024",PLMJ,,10.85,,-0.04%,0.12%,1.47%,+0.28%,+0.93%,Tactical Resources to list on Nasdaq through Plum Acquisition Corp. III pact,,,,,,,,,,-61.566820276497694
,"433,741",,,2465.0,3.425,Strong Buy,7.75,"Aug 27, 2024",OPRT,,3.1,,-1.53%,0.45%,-6.20%,-3.26%,+36.24%,Oportun Completes $223 Million Asset Backed Securitization,Oportun Named a Bay Area Top Workplace for 2024,Oportun Financial (OPRT) Receives a Hold from JMP Securities,,,,,,,,150.0
,"101,143",,,365.0,1.46,Strong Buy,15.0,"Aug 8, 2024",ALOT,,14.69,,-0.49%,-1.99%,-11.48%,-8.34%,-18.40%,,,,,,,,,,,2.110279101429547
,"18,352",,,127.0,2.95,Strong Buy,5.0,"Jul 25, 2024",ANL,,2.99,,-6.21%,-10.46%,-63.15%,-8.86%,-66.35%,Buy Rating Affirmed for Adlai Nortye Amid Strong Pipeline and Strategic Immuno-Oncology Focus,Adlai Nortye initiated with a Buy at H.C. Wainwright,,,,,,,,,67.22408026755852
,957,,,716.0,11.0,,,,HURC,,16.9,,1.54%,3.16%,-14.58%,-0.58%,-11.26%,Hurco Companies reports Q3 EPS ($1.47) vs 4c last year,Hurco’s Unique Expertise in Control Technology and Dedication to Product Development to Be on Display at IMTS,,,,,,,,,
,,,,95.0,,,,,WMPN,,11.75,,-0.44%,1.23%,-1.92%,-3.10%,-3.26%,NFL season expected to spur record $35 billion in legal sports wagers,,,,,,,,,,
,"85,995",,1.0,800.0,13.68,,,"Sep 12, 2024",NUTX,,21.63,,77.98%,163.97%,47.02%,+168.38%,+81.09%,Nutex Health price target raised to $45 from $30 at Benchmark,Benchmark Co. Sticks to Its Buy Rating for Clinigence Holdings (NUTX),Nutex Health Inc trading resumes,"Nutex Health Inc trading halted, volatility trading pause",,,4.623208506703653,,,,
,,,,51.0,,,,,RR,,1.38,,58.39%,37.25%,-36.97%,-2.68%,-17.14%,Richtech Robotics Announces Closing of $21 Million Public Offering,"Richtech Robotics files to sell 14.5M shares of Class B common stock, warrants",Richtech Robotics announces ADAM installation at One Kitchen,"Richtech Robotics Announces ADAM Installation at One Kitchen in Rockford, IL Walmart, Marking First Humanoid Drink Robot in the State",,,,,,,
,,,,248.0,,,,,LFVN,,8.6,,8.29%,22.28%,32.14%,+7.70%,+42.10%,LifeVantage to Participate in the H.C. Wainwright 26th Annual Global Investment Conference,LifeVantage welcomes back AXIO Lemonade,Lifevantage trading resumes,"Lifevantage trading halted, volatility trading pause",LifeVantage sees FY25 EPS 70c-80c vs. 59c last year,,,,,,
,,,,156.0,,,,,FXNC,,17.37,,0.90%,6.74%,-1.73%,+2.91%,+9.86%,First National Corp. and Touchstone announce shareholders approval of mergerFirst National Corp.,"First National Corporation and Touchstone Bankshares, Inc. Announce Receipt of Shareholders Approvals for Merger",,,,,,,,,
,,,,28.0,,,,,MGRM,,3.44,,3.84%,17.13%,5.86%,+8.06%,+15.20%,Monogram Orthopaedics announces collaboration with Shalby Limited,Monogram Orthopaedics Announces Strategic Collaboration with Shalby,,,,,,,,,
,,,,,,,,,TLGY,,11.51,,0.23%,0.65%,4.86%,+0.70%,+4.64%,,,,,,,,,,,
,"93,320",,,4621.0,2.9,Strong Buy,4.13,"Aug 6, 2024",THCH,,0.69,,14.60%,9.06%,-38.68%,+16.69%,-29.77%,Tims China Partners with Panda Superstar Meng Lan to Celebrate Bagel Maverick,TH International Marks First EBITDA Profit,TH International reports Q2 adjusted EPS (RMB 0.30) vs. (RMB 0. 56) last year,"Tims China Registration & Webcast details for Q2 2024 Results Conference Call on Thursday, August 29, 2024",,,,,,,498.5507246376811
,"19,543",,,,10.05,,,,GECC,,10.38,,3.20%,2.02%,0.83%,-4.19%,-5.76%,,,,,,,,,,,
,,,,68.0,,,,,IOBT,,1.64,,11.58%,18.82%,8.05%,+17.04%,unch,Analysts Offer Insights on Healthcare Companies: BioMarin Pharmaceutical (BMRN) and IO Biotech (IOBT),IO Biotech price target lowered to $4 from $7 at Morgan Stanley,Optimistic Outlook on IO Biotech’s PFS Improvements Despite ORR Setback,Buy Rating Affirmed for IO Biotech Amid Positive Phase 3 Trial Progress and Historical Data,IO Biotech Updates on Pivotal Phase 3 Trial of IO102-IO103 in Combination with KEYTRUDA® (pembrolizumab) as a First-Line Treatment for Patients with Advanced Melanoma,,,,,,
,"51,245",,,35.0,3.01,Strong Buy,17.33,"Aug 6, 2024",SRTS,,6.58,,-0.41%,7.59%,52.17%,+1.10%,+86.67%,Sensus Healthcare: A Strong Buy on Robust Financials and Strategic Expansion,Sensus Healthcare: Strong Buy on Robust Growth and Innovative Revenue Strategies,Roth MKM Remains a Buy on Sensus Healthcare (SRTS),,,,,,,,163.37386018237078
,"158,765",,,82.0,2.58,Buy,6.08,"Aug 5, 2024",KRMD,,2.35,,2.55%,-3.20%,4.30%,+5.17%,-2.01%,REPRO-MED Systems Launches Employee Equity Incentive Program,,,,,,,,,,158.72340425531914
,"115,910",,,326.0,3.32,Strong Buy,20.5,"Aug 1, 2024",OPAL,,3.79,,-4.07%,-9.71%,-24.93%,-13.80%,-27.35%,Opal Fuels downgraded at Scotiabank on limited near-term RNG catalysts,Montauk Renewables downgraded to Sector Perform from Outperform at Scotiabank,Opal Fuels downgraded to Sector Perform from Outperform at Scotiabank,,,,,,,,440.8970976253299
,"223,264",,,51.0,2.94,Strong Buy,5.38,"Aug 1, 2024",OFS,,8.04,,-1.25%,-6.84%,-20.64%,-7.30%,-18.62%,,,,,,,,,,,-33.08457711442785
,"11,325",,0.5,,11.5,Hold,13.0,"Jul 26, 2024",CSLM,,11.31,,0.26%,0.88%,4.14%,+0.09%,+3.58%,Consilium Acquisition Corp. Seeks Shareholder Approval for Extension,,,,,,4.420866489832006,,,,14.94252873563218
,"433,427",,,22.0,0.864,Strong Buy,4.0,"Aug 8, 2024",CTXR,,0.6,,-20.80%,-18.78%,-20.07%,-36.19%,-42.22%,"Citius Pharmaceuticals selloff since spinout an opportunity, says EF Hutton",Buy Rating Affirmed for Citius Pharmaceuticals Amid Strategic Oncology Spinout and Promising Lead Product Data,Lymphir: A Promising Contender in the r/r CTCL Market with Strong Commercial Prospects,"Citius Pharmaceuticals reports Q3 EPS (6c), two estimates (5c)","Citius Pharmaceuticals, Inc. Reports Fiscal Third Quarter 2024 Financial Results and Provides Business Update",,,,,,566.6666666666667
,"640,219",,,440.0,0.75,Buy,3.67,"Aug 8, 2024",MAPS,,1.1,,-7.44%,-8.44%,-4.47%,-9.06%,-24.16%,,,,,,,,,,,233.6363636363636
,"26,216",,0.28,212.0,13.36,Buy,20.0,"Jul 11, 2024",FCAP,,31.8,,1.74%,4.70%,12.60%,+5.47%,+15.64%,"First Capital, Inc. Announces Quarterly Dividend Increase",First Capital increases quarterly dividend 7.4% to 29c per share,,,,,0.8805031446540881,,,,-37.106918238993714
,"912,282",,,12.0,2.39,Strong Buy,14.83,"Aug 8, 2024",RGC,,8.17,,-9.00%,21.07%,-11.23%,-16.82%,+33.50%,Regencell Bioscience Holdings Ltd trading resumes,"Regencell Bioscience Holdings Ltd trading halted, volatility trading pause",,,,,,,,,81.51774785801715
,"465,434",,,,3.3,Hold,2.25,"Aug 8, 2024",NNAG,,10.53,,0.05%,0.33%,2.24%,+0.18%,+2.60%,99 Acquisition Group’s Merger Termination and Strategy Shift,,,,,,,,,,-78.63247863247864
,"103,962",,,,7.45,Hold,4.5,"Aug 7, 2024",PPYA,,11.04,,-2.02%,-1.14%,2.60%,+0.27%,+3.37%,,,,,,,,,,,-59.2391304347826
,,,,251.0,,,,,SBFG,,15.75,,-0.12%,5.69%,10.30%,-1.86%,+18.16%,SB Financial Group Announces Strategic Acquisition of Marblehead Bancorp,,,,,,,,,,
,,,,23.0,,,,,BROG,,0.96,,1.03%,4.08%,-54.84%,+12.36%,-38.65%,Brooge Energy Announces Major Corporate Updates,Brooge Energy Schedules Shareholder Meeting,Brooge Energy Announces New Registered Office,,,,,,,,
,"78,690",,,1715.0,5.75,Strong Buy,9.0,"Jul 31, 2024",WPRT,,6.08,,4.43%,3.26%,-1.49%,-1.51%,-4.54%,Westport price target lowered to $8 from $9 at RBC Capital,Westport Fuel Systems (WPRT) Receives a Hold from RBC Capital,Buy Rating Affirmed for Westport Fuel Systems Amidst Operational Restructuring and Strategic Volvo Joint Venture,Westport Fuel Systems: Strategic Steps Forward Amidst Profitability and Sales Challenges,Westport Fuel Systems: Q2 Results and Strategic Reorganization,,,,,,48.026315789473685
,,,,1215.0,,,,,XNET,,1.65,,0.49%,-3.00%,1.90%,-7.56%,+5.30%,Xunlei Reports Diverse Q2 2024 Financials,,,,,,,,,,
,,,,,,,,,DHAI,,2.58,,-14.82%,-25.49%,-47.44%,-30.98%,+86.36%,DIH Appoints Haapsalu Neurological Rehabilitation Center as a DIH Center of Excellence,,,,,,,,,,
,"358,327",,,47.0,2.64,Strong Buy,11.44,"Aug 1, 2024",HOWL,,2.39,,8.08%,-5.45%,-46.42%,+1.33%,-61.49%,Werewolf Therapeutics to Participate in the H.C. Wainwright 26th Annual Global Investment Conference,Analysts Offer Insights on Healthcare Companies: Werewolf Therapeutics (HOWL) and Chimerix (CMRX),,,,,,,,,378.6610878661087
,"594,515",,,54.0,2.54,Strong Buy,7.0,"Aug 1, 2024",LPTX,,2.72,,22.52%,35.74%,11.00%,+34.11%,+12.99%,Optimistic Buy Rating on Leap Therapeutics Amid Promising Phase 2 Cancer Trial Outcomes,Maintained Buy Rating for Leap Therapeutics Amid Promising Clinical and Financial Outlook,Leap Therapeutics Reports Second Quarter 2024 Financial Results,"Leap Therapeutics reports Q2 EPS (52c), consensus (43c)",,,,,,,157.35294117647055
,"219,151",,,1341.0,2.86,Strong Buy,7.67,"Aug 14, 2024",SFWL,,1.26,,0.95%,0.93%,-60.61%,unch,-34.20%,Shengfeng Reports Stable Mid-Year Financials,,,,,,,,,,508.7301587301587
,,,,325.0,,,,,KPTI,,0.83,,-5.86%,-11.06%,-21.59%,-20.91%,-42.50%,Michael Mason Resigns as CFO of Karyopharm Therapeutics,,,,,,,,,,
,"21,970",,,2006.0,1.22,,,"Sep 3, 2024",MVST,,0.32,,-11.61%,-24.30%,-57.80%,-29.87%,-44.35%,"Microvast reports Q2 EPS (25c), consensus (7c)",Microvast exploring strategic alternatives to enhance liquidity,"Microvast sees Q3 revenue $85M-$90M, consensus $99.7M",,,,,,,,
,"43,637",,0.4,84.0,16.81,,,"Oct 21, 2024",KINS,,9.36,,10.46%,43.55%,118.90%,+34.42%,+119.17%,Kingstone Companies Restructures Debt and Extends Warrants,"Kingstone Companies reduces debt by 25%, extends maturity to June 2026",Kingstone Companies Announces Executive Chair Transition and Bylaw Amendments,Kingstone Companies chairman Barry Goldstein to retire,Kingstone Companies Issues Informal Informational Release,,4.273504273504274,,,,
,"1,230,219",,,925.0,1.4,Buy,,"Aug 14, 2024",BZFD,,2.74,,1.30%,-0.57%,49.43%,-5.54%,+62.48%,Largest borrow rate increases among liquid names,BuzzFeed Enhances Investor Communication and Compliance,"BuzzFeed sees Q3 revenue $58M-$63M, one estimate $73.0M",BuzzFeed reports Q2 EPS (18c) vs. (63c) last year,Buzzfeed options imply 18.0% move in share price post-earnings,,,,,,
,"38,882",,,971.0,3.97,Buy,8.0,"Aug 6, 2024",TOUR,,0.84,,-4.65%,-8.84%,-0.57%,-7.95%,+4.69%,Tuniu enters strategic cooperation with Tourism Authority of Thailand,,,,,,,,,,852.3809523809524
,"266,940",,,517.0,3.35,Strong Buy,16.67,"Aug 13, 2024",ACNT,,10.15,,-0.12%,1.77%,3.20%,-0.79%,-8.17%,5 best installment loans for bad credit of September 2024,Best medical school loans,Best student loans for bad or no credit,Best student loans without a co-signer,Ascent Industries announces new corporate office,,,,,,64.23645320197046
,"5,350",,,3888.0,13.52,,,"Aug 9, 2024",MAXN,,0.18,,-0.79%,-57.82%,-94.79%,-15.15%,-94.68%,Largest borrow rate increases among liquid names,Maxeon Solar withdraws FY24 revenue and adjusted EBITDA guidance,"Maxeon Solar reports Q2 EPS 3c, consensus ($1.12)",Maxeon Solar Updates Shareholder Agreement Post-Investment,Maxeon Solar Technologies Announces Note Exchange,,,,,,
,"6,494",,,23.0,4.9,Buy,8.0,"Aug 8, 2024",CKPT,,2.27,,-0.64%,-0.82%,9.09%,-7.11%,+21.31%,Checkpoint Therapeutics to Present at H.C. Wainwright 26th Annual Global Investment Conference,Checkpoint Therapeutics files to sell 6.2M shares of common stock for holders,Lake Street Keeps Their Buy Rating on Checkpoint Therapeutics (CKPT),Checkpoint Therapeutics price target lowered to $20 from $34 at H.C. Wainwright,Checkpoint Therapeutics Reports Second Quarter 2024 Financial Results and Recent Corporate Updates,,,,,,252.42290748898682
,"2,498,064",,,5.0,1.38,Hold,1.18,"Jul 31, 2024",ANIX,,3.18,,5.58%,17.59%,0.83%,-0.90%,+2.81%,,,,,,,,,,,-62.893081761006286
,"256,326",,,,1.49,Strong Buy,15.25,"Aug 13, 2024",ORMP,,2.48,,0.76%,-2.01%,-3.78%,-5.88%,-8.05%,,,,,,,,,,,514.9193548387098
,"682,304",,,12.0,1.79,Strong Buy,10.0,"Aug 13, 2024",RENB,,0.68,,4.23%,-39.92%,-70.71%,-8.47%,-75.79%,Renovaro Biosciences Sues Over Concealed Merger Conspiracy,,,,,,,,,,1370.5882352941176
